website,category,phone,company_name,address,email
http://www.fontanapharmacy.com,Pharmacies,876-946-2630,Fontana Pharmacy,34 East Kings House Rd Kingston 6 Jamaica,contact@fontanapharmacy.com
http://www.newkingstonrx.com/,Pharmacies,876-908-3628,New Kingston Pharmacy,Shop 1 30 Dominica Dr Kingston 5 Jamaica,ljekarnank@gmail.com
http://www.islandpharmacyja.com,Pharmacies,876-960-0270,Island Pharmacy Ltd,7a Barbados Ave Kingston 5 Jamaica,islandrx@cwjamaica.com
http://www.noahsarkja.com,Pets,876-927-6624,Pet Lifeboat The,72A Hope Rd Kingston 6 Jamaica,noahsark@cwjamaica.com
http://www.birdandpet.com,Pets,876-952-0281,Exotic Birds & Pets Ltd,"12 St James St Montego Bay, St James Jamaica",info@birdandpet.com
http://www.bulkbarndogfood.com,Pets,876-971-3129,Bulk Barn Dog Food,"21 Humber Ave Montego Bay, St James Jamaica",bulkbarn@hotmail.com
http://www.cornwallgardencenter.org,Pets,876-952-6481,Cornwall Garden Center Pets & More,"105 Barnett St Montego Bay, St James Jamaica",
http://www.coralcayjamaica.com,Hotels,876-975-4239,Coral Cay Resort Villas,Tower Isle Tower,sunfun@coralcayjamaica.com
http://www.villaroyall.net,Hotels,876-953-9252,Villa Royall,"Lot 1075 South Berling Ave Rose Hall, St James Jamaica",villaroyall@hotmail.com
http://www.boguevilla.com,Hotels,876-971-3586,Bogue Villa,"21 Bogue Hill Rd Montego Bay, St James Jamaica",
http://www.donaldsonsinn.com,Hotels,876-957-3031,Donaldson's Inn,"Norman Manley Blvd Negril, Westmoreland Jamaica",
http://www.crystalwaters.net,Hotels,876-957-4284,Crystal Waters Villas,"Norman Manley Blvd Negril, Westmoreland Jamaica",
http://www.prospect-villas.com,Hotels,876-994-1373,Prospect Plantation Villas,"Prospect Ocho Rios, St Ann Jamaica",
http://www.spicyhillvillaja.com,Hotels,876-968-2934,Spicy Hill Villa,Dial,
http://www.goldencoveresort.com,Hotels,876-968-3235,Golden Cove Resort,Call,goldencovevillas@gmail.com
http://www.bythesealuxuryrentals.com,Hotels,876-993-5480,By The Sea Vacation Home And Villa,"Lot 6 Burlington Estates St Margarets Bay Port Antonio, Portland Jamaica",
http://www.jamaicavillas.net,Hotels,876-971-9119,Silent Waters,"River Rd Montego Bay, St James Jamaica",Silent_waters@cwjamaica.com
http://www.seaviewvillajamaica.com,Hotels,876-807-7439,Sea View Heights Villa,"Barrette Town Rose Hall Montego Bay, St. James Jamaica",info@seaviewvillajamaica.com
http://www.lloydbaileyco.com,Plumbers,876-929-8200,Lloyd Bailey Co Ltd,2b Retirement Cres Kingston 5 Jamaica,lloydbaileyco@yahoo.com
http://www.caribbeanheart.com,Doctors,876-906-2105,Heart Institute Of The Caribbean Ltd,23 Balmoral Ave Kingston 10 Jamaica,info@caribbeanheart.com
http://www.winchestermedicaljm.com,Doctors,876-929-8512,Winchester Surgical & Medical Institute,3A Winchester Rd Kingston 10 Jamaica,info@winchestersurgmed.com
http://www.wallenford.com,Coffee,876-923-5850,Wallenford Coffee Co Ltd,80 Marcus Garvey Dr Kingston 11 Jamaica,admin@wallenford.com
http://www.countrytraders.com,Coffee,876-941-3759,Country Traders Ltd,Unit 3 69-75 Constant Spring Rd Kingston 10 Jamaica,mail@countrytraders.com
http://www.philshardware.com,Hardware,876-969-1750,Phil's Hardware Ltd,66 1/4 Constant Spring Rd Kingston 10 Jamaica,philshardware@cwjamaica.com
http://www.islandbluecoffee.com,Coffee,876-963-4211,Jamaica Standard Products Co Ltd,Main Rd Williamsfield,admin@jspcoffee.com
http://www.jablumcoffee.com,Coffee,876-977-8005,Mavis Bank Coffee Factory Ltd,"Mavis Bank, Jamaica",
http://www.rapidtruevalue.com,Hardware,876-754-5811,Rapid True Value,26 Constant Spring Rd Kingston 10 Jamaica,rapidtruevalue@hardwareandlumberltd.com
http://www.theboneandeyeclinics.com,Doctors,876-978-8023,Bone & Eye Clinics The,94 1/2 Old Hope Rd Kingston 6 Jamaica,ohroclinic@hotmail.com
http://www.gorgeousflowersjamaica.com,Florists,876-920-3354,Gorgeous Flowers & Gift Items,Unit 50 85 Hagley Park Rd Kingston 10 Jamaica,ales@gorgeousflowersjamaica.com
http://www.jamaicanteas.com,Coffee,876-656-9491,Jamaican Teas Ltd,2 Bell Rd Kingston 11 Jamaica,info@jamaicanteas.com
http://www.homeandthingsja.com,Hardware,876-906-0419,Home & Things Ltd,17 Old Hope Rd Kingston 5 Jamaica,khalil@homeandthingsja.com
http://www.fosajm.com,Doctors,876-968-3130,Doonquah Ladi MD DDS,16 Hope Rd Kingston 10 Jamaica,info@fosajm.com
http://www.allwrappedupja.com,Florists,876-927-5875,All Wrapped Up,47A Old Hope Rd Kingston 5 Jamaica,customerservice@allwrappedupja.com
http://www.kreationsflowers.com,Florists,876-906-6271,Kreations Flowers Gifts & Things,"Shop 10A New Kingston Shopping Centre, Kingston 5, Jamaica",kreationsflowers@yahoo.com
http://www.topsjamaicanteas.com,Coffee,876-929-4431,Perishables Jamaica Ltd,2 Leonard Rd Kingston 10 Jamaica,info@topsjamaicanteas.com
http://www.llewatsoncoltd.com,Hardware,876-923-3065,Llewatson Co Ltd,"1D Cassia Park Rd, Kingston 10, Jamaica",llewatson.co.ltd@gmail.com
http://www.coffeesolute.com,Coffee,876-968-1729,Coffee Solutions,Unit 1K 5 Central Rd Kingston 10 Jamaica,info@coffeesolute.com
http://www.arcja.com,Hardware,876-923-1426,ARC Manufacturing Ltd,14 Bell Rd Kingston 11 Jamaica,sales@arcja.com
http://www.malcolmgordonlaw.com,Attorneys,876-978-5386,Malcolm Gordon Attorneys-At-Law,22 Trafalgar Rd Kingston 5 Jamaica,info@malcolmgordon.com
http://www.flowersvillage.com,Florists,876-926-4276,Flowers Village & Gifts,"Shop 11A New Kingston Business Centre, Kingston 5, Jamaica",flowersvillageenfo@yahoo.com
http://www.atlantichardware.com,Hardware,876-758-0266,Atlantic Hardware & Plumbing Co Ltd,7A Ashenheim Rd Kingston 11 Jamaica,atlantichdw@cwjamaica.com
http://www.shelards.com,Attorneys,876-946-9881,Edwards M Martina,Suite 16 1 Stanton Terr Kingston 6 Jamaica,law@shelards.com
http://www.greenthumbjamaica.com,Florists,876-925-0988,Greenthumb Floral & Gifts,37 Shortwood Road Kingston 8 Jamaica,greenthumbfloralgifts@gmail.com
http://www.shellards.com,Attorneys,876-946-9881,Shelton Sean D,Suite 16 1 Stanton Terr Kingston 6 Jamaica,law@shellards.com
http://www.cardiologyjamaica.com/,Doctors,876-908-2658,Emery Handel Dr,3A Winchester Rd Kingston 10 Jamaica,pinnaclehealthcare@hotmail.com
http://www.njcolaw.com,Attorneys,876-908-0589,Jones Nigel & Co,Suite 11 Winchester Business Centre Kingston 10 Jamaica,nigeljones@cwjamaica.com
http://www.jamaicacollections.com.jm,Attorneys,876-908-4830,Jamaica Collection & Recovery Services Ltd,56 Montgomery Ave Kingston 10 Jamaica,info@jamaicacollections.com
http://www.cardiologyjamaica.com,Doctors,876-908-2658,Thompson Tamara Dr,3A Winchester Rd Kingston 10 Jamaica,pinnaclehealthcare@hotmail.com
http://www.bestbuds.com,Florists,876-946-1400,Best Buds,6 1/2 Lady Musgrave Rd Kingston 5 Jamaica,bestbuds876@gmail.com
http://www.camcorpindustrial.com,Hardware,876-923-0115,Camcorp Industrial Ltd,218 Marcus Garvey Drive Kingston 11 Jamaica,info@camcorpindustrial.com
http://www.nsdco.com,Attorneys,876-960-8995,Nunes Scholefield DeLeon & Co,6A Holborn Rd Kingston 10 Jamaica,mailus@nsdco.com
http://www.barnabyengineering.com,Attorneys,876-920-2631,Barnaby Barbara A,27 Queens Ave Kingston 10 Jamaica,tonette59@hotmail.com
http://www.earleandwilson.com,Attorneys,876-946-0000,Earle & Wilson,3 Ardenne Rd Kingston 10 Jamaica,law@earlewilson.com
http://www.rattraypatterson.com,Attorneys,876-929-6680,Rattray Patterson Rattray,13 Dominica Dr Kingston 5 Jamaica,rattray@rattraypatterson.com
http://www.jbmlawja.com,Attorneys,876-967-2591,Law Offices of J Buchanan-McLean,"130-132 East St, Kingston, Jamaica",jbmlaw@yahoo.com
http://www.essencemoroedouglas.com,Attorneys,876-754-4334,Essence Monroe Douglas,5 Tangerine Place Kingston 10 Jamaica,douglas.essence@yahoo.com
http://www.lamaisonproperty.com,Project-Management-Design,876-906-0856,La Maison Property Services Ltd,Suite 42A 30 Dominica Dr Kingston 5 Jamaica,info@lamaisonproperty.com
http://www.cda-estech.com,Project-Management-Design,876-929-8824,Conrad Douglas & Associates Ltd,Suite 2 14 Carvalho Dr Kingston 10 Jamaica,
http://www.adebgroup-jm.com,Project-Management-Design,876-926-3415,A De B Consultants Ltd,"20 West Kings House Rd, Kingston 10, Jamaica",adebcons@cwjamaica.com
http://www.apecconsultantsltd.com,Project-Management-Design,876-926-3150,Apec Consultants Ltd,"5 Oxford Park Ave New Kingston, Kingston Jamaica",apec2@cwjamaica.com
http://www.kfcjamaica.com,Pizza,876-920-8656,Pizza Hut,57 Knutsford Blvd New Kingston Kingston 5 Jamaica,
http://www.dominos.com.jm,Pizza,876-920-3996,Domino's Pizza,33B Hope Rd Kingston 10 Jamaica,dominospizzajm@cwjamaica.com
http://www.chezmaria.webs.com,Pizza,876-927-8078,Chez Maria Ltd,Shop 3 80 Lady Musgrave Rd Kingston 10 Jamaica,chezmariajm@hotmail.com
http://www.rubis-caribbean.com,Gas-Stations,876-906-1467,Rubis,"53 Hagley Park Rd, Kingston 10, Jamaica",thomas@rubis-caribbean.com
http://www.genac.com,Insurance,876-929-8450,General Accident Insurance Co Ja Ltd,58 Half Way Tree Rd Kingston 10 Jamaica,genac@cwjamaica.com
http://www.icwi.com,Insurance,876-926-9040,Insurance Company Of The West  Indies Limited The,"Head Office, 2 St Lucia Av Kingston 5 Jamaica",direct@ICWI.com
http://www.jngijamaica.com,Insurance,1-888-225-5636,JN General Insurance Company  Ltd (JNGI),"JNBS Building, 2 - 4 Constant Spring Rd, Half Way Tree, Kingston 10 Jamaica",info@jngijamaica.com
http://www.bcicjamaica.com,Insurance,876-948-1792,British Caribbean Insurance  Company Ltd,"53 Knutsford Blvd New Kingston, Kingston 5 Jamaica",info@bcicjamaica.com
http://www.crichtoninsurance.com,Insurance,876-758-7335,Crichton Insurance Agency Ltd,91-93 Hagley Pk Rd Kingston 11 Jamaica,kirk.crichton@crichtoninsurance.com
http://www.coolcorp.com,Gas-Stations,876-974-8411,Cool Oasis,92A Hagley Park Rd Kingston 10 Jamaica,jonesservicestation@hotmail.com
http://www.gkgeneral.com,Insurance,1-888-429-5GKG,GK General Insurance Co Ltd,"Head Office 19 Knutsford Blvd, New Kingston, Kingston 5 Jamaica",gkginfo@gkco.com
http://www.advantagegeneral.com,Insurance,876-952-3293,Advantage General Insurance  Company Ltd,"30-34 Market St, Montego Bay St James",info@advantagegeneral.com
http://www.techproja.com,Business-Machine-Supplies-Service,876-906-0239,TechPro Business Solutions Ltd,2B Courtney Walsh Dr Kingston 10 Jamaica,psmith.ja@gmail.com
http://www.centurybusinessmachines.com,Business-Machine-Supplies-Service,876-927-5239,Century Business Machines Ltd,175 Mountain View Ave Kingston 6 Jamaica,cbm@flowja.com
http://www.digisysjm.com,Business-Machine-Supplies-Service,876-929-6527,Digital Systems & Supplies Ltd,Shops 11 & 12 York Plaza Kingston 10 Jamaica,sales@digisysjm.com
http://www.cbmachineservice.com,Business-Machine-Supplies-Service,876-929-0401,C B Machine Serv Co Ltd,1A East Av Kingston 5 Jamaica,cbmachine01@cbmachineservice.com
http://www.abcelectricalsales.com,Electrical-Equipment-Supply-Stores,876-754-3714,A B C Electrical Sales,Shop 8 Hagley Park Plaza Kingston 10 Jamaica,abcboyz1@cwjamaica.com
http://www.tsc-jamaica.com/stationerycentre,Business-Machine-Supplies-Service,876-906-0469,Stationery Centre The,Units 22 & 23 30 Red Hills Rd Kingston 10 Jamaica,customersfirst@tscja.com
http://www.gmrealtyja.com,Real-Estate,Get directions,GM Realty Ltd,"Suite 42 Winchester Business Centre, 15 Hope Rd, Kingston 10 Jamaica",info@gmrealtyja.com
http://www.dunnselectrical.com,Electrical-Equipment-Supply-Stores,876-754-2921,Dunn's Electrical & Lighting,15 3/4 Red Hills Rd Kingston 10 Jamaica,sales@dunnselectrical.com
http://www.xpresslitho.com,Business-Machine-Supplies-Service,876-929-0040,Xpress Litho Ltd,3 Eureka Rd Kingston 5 Jamaica,info@xpresslitho.com
http://www.changstrading.com,Business-Machine-Supplies-Service,876-929-7279,Changs Trading Co Ltd,Shop 48 Clock Tower Plaza Kingston 10 Jamaica,changstrading@hotmail.com
http://www.moa.gov.jm,Nurseries-Tree-Growers,876-724-1371,Orange River Research Station,"Orange River, Highgate, St Mary, Jamaica",orangeriver@moa.gov.jm
http://www.lsduhaney.com,Electrical-Equipment-Supply-Stores,876-926-7964,Duhaney L S & Co Ltd,8 1/2 Studio One Blvd Kingston 5 Jamaica,LSD@lsduhaney.com
http://www.electricaldepotja.com,Electrical-Equipment-Supply-Stores,876-755-0994,Electrical Depot Ltd The,169 Constant Spring Rd Kingston 8 Jamaica,electricaldepotja@gmail.com
http://www.millersurgimed.com,Business-Machine-Supplies-Service,876-754-2000,Miller Surgical Supplies & Equipment Ltd,42 3/4 Beechwood Ave Kingston 5 Jamaica,sales@millersurgimed.com
http://www.vmpropertyservices.com.jm,Real-Estate,876-929-2283,Victoria Mutual (Property  Services) Ltd,2 Parkington Plaza Kingston 10 Jamaica,propertyservices@vmps.com.jm
http://www.orchardelectricalja.com,Electrical-Equipment-Supply-Stores,876-908-0301,Orchard Electrical Manufacturers & Distributors Co Ltd,22 Retirement Rd Kingston 5 Jamaica,orchelect@cwjamaica.com
http://www.channelrealty-international.com,Real-Estate,876-926-7796,Channel Realty Co Ltd,7 Oxford Park Ave Kingston 5 Jamaica,channelrealty@yahoo.com
http://www.scottsja.com,Real-Estate,876-978-9197,Scott's Realty Ltd,Unit 9 1D-1E Braemar Ave Kingston 5 Jamaica,admin@scottsja.com
http://www.enerbizja.com,Electrical-Equipment-Supply-Stores,876-906-7685,Enerbiz Ltd,Unit 7 30-32 Red Hills Rd Kingston 10 Jamaica,sales@enerbizja.com
http://www.atlanticjamaica.com,Electrical-Equipment-Supply-Stores,876-937-4545,Atlantic Industrial Electric Supply Co Ltd,4 Bell Rd Kingston 11 Jamaica,sales@atlanticjamaica.com
http://www.konvertra.com,Business-Machine-Supplies-Service,876-922-4581,Konvertra Ltd,"93 Port Royal St, Kingston, Jamaica",konvertra@cwjamaica.com
http://www.practicalsng.com,Business-Machine-Supplies-Service,876-908-0888,Practical Stationery & Gift Centre,Shops 2-3 Kings Plaza Kingston 10 Jamaica,practicalsg@hotmail.com
http://www.dctfrealty.com,Real-Estate,876-926-7200,Tavares D C & Finson Realty Ltd,1 Belmont Rd Kingston 5 Jamaica,dctf@cwjamaica.com
http://www.klesing.net,Electrical-Equipment-Supply-Stores,876-925-0590,Klesing Industrial Supplies Ltd,24 Dunrobin Ave Kingston 10 Jamaica,sales@klesing.net
http://www.fosrich.com,Electrical-Equipment-Supply-Stores,876-937-5099,Fosrich Co Ltd,79 Molynes Rd Kingston 10 Jamaica,online@FosRich.com
http://www.cardiovmeds.com,Business-Machine-Supplies-Service,876-622-5571,Cardiovmeds,"143 King St, Kingston, Jamaica",cardiovmeds@yahoo.com
http://www.mjdpharmaceutical.com,Disability-Services-Equipment-Supplies,876-923-5855,M J D Pharmaceutical Co Ltd,64 Molynes Rd Kingston 10 Jamaica,sales@mjdpharmaceutical.com
http://www.clarkerealtors.com,Real-Estate,876-968-0464,Clarke V G Realty,Suite 6 3 South Ave (10) Jamaica,vgclarke@cwjamaica.com
http://www.cbjamaica.com,Real-Estate,876-946-0007,Coldwell Banker Jamaica Realty,86 Hope Rd Kingston 6 Jamaica,info@cbjamaica.com
http://www.electricalconnectionsja.com,Electrical-Equipment-Supply-Stores,876-622-8616,Electrical Connections Ltd,59 Slipe Rd Kingston 5 Jamaica,rose.vaz@electricalconnectionsja.com
http://www.citrad.com,Electrical-Equipment-Supply-Stores,876-926-3350,Citrad Ltd,31 Studio One Blvd Kingston 5 Jamaica,citrad@citrad.com
http://www.cascoltd.com,Business-Machine-Supplies-Service,876-962-3084,Central Agricultural Supplies Co Ltd (Casco Ltd),"6 Ward Ave Mandeville, Manchester Jamaica",customerservice@casocoltd.com
http://www.mlss.gov.jm,Disability-Services-Equipment-Supplies,876-922-8000,National Insurance Scheme,14 National Heroes Circ Kingston 4 Jamaica,mlss_s_services@yahoo.com
http://www.islandhomseja.com,Real-Estate,876-929-1153,Island Homes Ltd,20 Hope Rd Kingston 10 Jamaica,ihomes@cwjamaica.com
http://www.parkesrealtorsja.com,Real-Estate,876-926-5458,Parkes Realtors & Associates Ltd,19 Balmoral Ave Kingston 10 Jamaica,parkreal@cwjamaica.com
http://www.sourceiss.com,Electrical-Equipment-Supply-Stores,876-929-9622,Source Industrial Sales & Services Ltd,18B Lyndhurst Rd Kingston 5 Jamaica,sourceiss@yahoo.com
http://www.giftedhandsja.com,Disability-Services-Equipment-Supplies,876-978-2294,Gifted Hands Chiropractic Centre,58 1/2 Lady Musgrave Rd Kingston 10 Jamaica,giftedhandsja@yahoo.com
http://www.thegolfviewhotel.com,Disability-Services-Equipment-Supplies,876-962-4477,Super Fair Ltd,"5 1/2 Caledonia Rd Mandeville, Manchester Jamaica",gviewrosi@hotmail.com
http://www.breakenridge-assoc.com,Real-Estate,876-906-9839,Breakenridge & Associates,15A Old Hope Rd Kingston 5 Jamaica,breakenridge@cwjamaica.com
http://www.sagicorproperties.com,Real-Estate,876-733-8221,Sagicor Property Services Ltd,35 Trafalgar Rd Kingston 5 Jamaica,propertyservices@sagicor.com
http://www.caiamexpress.com,Disability-Services-Equipment-Supplies,876-344-3982,Caiam Express,"Ocho Rios, St Ann, Jamaica",caiamexpress@gmail.com
http://www.vlarealtors.com,Real-Estate,876-931-4471,Valerie Levy & Associates Ltd,134c Constant Spring Rd Kingston 8 Jamaica,info@vlarealtors.com
http://www.bertsautoparts.com,Auto-Parts,1-888-991-5459,Bert's Auto Parts Ltd,56 Hagley Park Rd Kingston 10 Jamaica,parts@bertsautoparts.com
http://www.dangelauto.com,Auto-Parts,876-929-2523,Dangel Auto Spares & Accessories Ltd,20 Balmoral Ave Kingston 10 Jamaica,dangelautospares@gmail.com
http://www.speedcure.com,Offshore-Banks,876-929-7610,Superhealth Ltd,5 Balmoral Ave Kingston 10 Jamaica,superhealth@cwjamaica.com
http://www.sheldonsautoparts.com,Auto-Parts,876-920-9170,Sheldon's Auto Parts Ltd,Shops 2-4 1 Molynes Rd Kingston 10 Jamaica,gasheldonauto@outlook.com
http://www.silveralawjamaica.com,Offshore-Banks,876-979-8741,Silvera & Co,"Suite 33 Montego Freeport Shopping Centre, Montego Bay, St James, Jamaica",silveraco@cwjamaica.com
http://www.excelautopartsja.com,Auto-Parts,876-757-2357,Excel Auto Parts,95 1/2 Hagley Park Rd Kingston 10 Jamaica,excel_auto@hotmail.com
http://www.praiseacademyofdance.com,Dance-Lessons,876-969-8841,Praise Academy Of Dance,1A Olivier Rd Kingston 8 Jamaica,patricianoble@yahoo.com
http://www.premiumautopartsja.com,Auto-Parts,876-906-1486,Premium Auto Parts Ltd,46 Hagley Park Rd Kingston 10 Jamaica,partspremium@gmail.com
http://www.aleximportsltd.com,Auto-Parts,876-765-2317,Alex's Import Ltd,"284 Spanish Town Rd, Kingston 11, Jamaica",alex@cwjamaica.com
http://www.universalshockslimited.com,Auto-Parts,876-925-1000,Universal Shocks Ltd,58 Red Hills Rd Kingston 10 Jamaica,universalshocks@gmail.com
http://www.cuddyzsportsbar.com,Sports-Promoters,876-920-8019,Cuddy'z Sports Bar &  Restaurant,Shops 4-6 New Kingston Shopping Centre Kingston 5 Jamaica,cuddyz519@gmail.com
http://www.supremeventures.com,Sports-Promoters,876-754-6526,Prime Sports (Jamaica) Ltd,"Head Office, 28 Barbados Ave, 4th Floor R Danny Williams Building, Kingston 5 Jamaica",communications@svlotteries.com
http://www.gcfostercollege.edu.jm,Sports-Promoters,876-748-3227,Foster G C College Of Physical Education & Sport The,"Angels Walks Rd Spanish Town, St Catherine Jamaica",gcfadmin1@cwjamaica.com
http://www.gearsplusja.com,Sports-Promoters,876-920-7753,Hewden Enterprises Ltd,Shop 4 Hagley Park Plaza Kingston 10 Jamaica,hewdent@cwjamaica.com
http://www.sdf.org.jm/,Sports-Promoters,876-960-3717,Sports Development Foundation,31 Phoenix Ave Kingston 10 Jamaica,sdf@cwjamaica.com
http://www.pbcjamaica.org,Sports-Promoters,876-754-PBCJ,Public Broadcasting Corporation of Jamaica,5 South Odeon Ave Kingston 10 Jamaica,info@pbcjamaica.org
http://www.digiceljamaica.com,Sports-Promoters,876-619-5000,Digicel,14 Ocean Blvd Kgn,
http://www.hotelfourseasonsjam.com,Sports-Promoters,876-929-7655,Hotel Four Seasons,18 Ruthven Rd Kingston 10 Jamaica,reservations@hfsjm.com
http://www.allianceinvestment.com,Sports-Promoters,876-920-9133,Alliance Financial Services Ltd,7 Belmont Rd Kingston 5 Jamaica,info@allianceinvestment.com
http://www.rjrgroup.com,Sports-Promoters,876-926-1100,Radio Jamaica Ltd (RJR),32 Lyndhurst Rd Kingston 5 Jamaica,
http://www.greenhillsdistributors.com,Health-Food-Stores,876-754-7246,Life Essentials,Shop 26 Little Premier Plaza Kingston 10 Jamaica,
http://www.symmetrydirect.com,Health-Food-Stores,876-920-4831,Symmetry (Trinidad) Ltd,Suite 13 15 Hope Rd Kingston 10 Jamaica,cohan.baker@symmetryglobal.com
http://www.fitfarmjamaica.com,Health-Clubs-Exercise-Programs,876-978-5111,Fit Farm Fitness Club,"2 Upper Braemar Ave, Kingston 5, Jamaica",fitfarmjamaica@gmail.com
http://www.completewellnessja.com,Health-Food-Stores,876-920-4831,Complete Wellness Jamaica,Suite 13 15 Hope Rd Kingston 10 Jamaica,completewellnessja@gmail.com
http://www.crowehorwath.com.jm,Chartered-Accountants,876-908-4007,Crowe Horwath,"Main Branch, Unit 34 Winchester Business Centre, 15 Hope Rd, Kingston 10 Jamaica",info@crowehorwath.com.jm
http://www.newjamil.com,Counter-Tops,876-923-4980,New Jamil Ltd,"59 Waltham Park Rd, Kingston 11, Jamaica",jamilinternational_ja@hotmail.com
http://www.spartanhealthclub.com,Health-Clubs-Exercise-Programs,876-927-7575,Spartan Health Club & Wellness Center The,9 Lady Musgrave Rd Kingston 5 Jamaica,spartanhealthclub@gmail.com
http://www.uhy/ja.com,Chartered-Accountants,876-926-3562,Paul Goldson & Co,"Unit 34 Winchester Business Centre, Kingston 10, Jamaica",info@dawgen.com
http://www.romansrealty.com,Real-Estate-Rental-Service,876-940-2216,Romans & Company Realty Ltd,"16 North St Montego Bay, St James Jamaica",romansrealestate32@yahoo.com
http://www.exoticstonecreationsja.com,Counter-Tops,876-765-2448,Exotic Stone Creations Ltd,"284 Spanish Town Rd, Kingston 11, Jamaica",exotstones@yahoo.com
http://www.sandwestfitness.com,Health-Clubs-Exercise-Programs,876-977-7176,Sand West Fitness Studio,Shop 8 26 Northside Plaza Kingston 6 Jamaica,info@sandwestfitness.com
http://www.bdo.com.jm,Chartered-Accountants,876-926-4421,BDO,28 Beechwood Ave Kingston 5 Jamaica,bdo@bdo.com.jm
http://www.gtjamaica.com,Chartered-Accountants,876-926-2597,Mair Russell Grant Thornton,3 Haughton Ave Kingston 10 Jamaica,mrgtkgn@gtjamaica.com
http://www.corefitja.itgdiet.com,Health-Food-Stores,876-632-1797,Core Fitness Studio,Unit 4 Sovereign North Kingston 6 Jamaica,
http://www.yellomg.com,Internet-Marketing-Advertising,1-888-4YELLOW,Yello Media Jamaica Ltd,48 Constant Spring Rd Kingston 10 Jamaica,info@yellomg.com
http://www.goherbalife.com/aa000,Health-Food-Stores,876-961-3102,Gordon Andria,"24c Caledonia Rd Mandeville, Manchester Jamaica",nodrog_32@yahoo.com
http://www.troytradersltd.net,Air-Conditioning-Contractors-Systems,876-754-1002,Troy Traders Ltd,11 Carvalho Dr Kingston 10 Jamaica,troytradersltd@gmail.com
http://www.igdjamaica.com,Internet-Marketing-Advertising,876-924-7153,Virtual Mall Jamaica,90B Red Hills Rd Kingston 10 Jamaica,contact@virtualmalljamaica.com
http://www.tropicalaircon.com,Air-Conditioning-Contractors-Systems,876-926-8800,Tropical Air Conditioning & Refrigeration Co Ltd,56A Studio One Blvd Kingston 5 Jamaica,tropicool@flowja.com
http://www.grlja.com,Air-Conditioning-Contractors-Systems,876-923-6521,Geddes Refrigeration Ltd,226 Spanish Town Rd Kingston 11 Jamaica,geddes@cwjamaica.com
http://www.claja.com,Internet-Marketing-Advertising,876-878-4182,Clajacom Limited,"3 Bananawalk, West End Negril, Westmoreland Jamaica",support@claja.com
http://www.carlisaonline.com,Air-Conditioning-Contractors-Systems,876-920-9662,Carlisa Enterprises Ltd,14 1/4 Retirement Rd Kingston 5 Jamaica,
http://www.harpersairconditioning.com,Air-Conditioning-Contractors-Systems,876-925-4613,Harper's Air-Conditioning & Refrigeration Ltd,35 Cassia Park Rd Kingston 10 Jamaica,harpersair@hotmail.com
http://www.Convergedmedia.co,Internet-Marketing-Advertising,876-633-1416,Converged Media,Shop 3 38A Trafalgar Rd Kingston 10 Jamaica,info@socialmediajamaica.com
http://www.panmedia.com.jm,Internet-Marketing-Advertising,876-927-3266,Panmedia Ltd,2 Windsor Ave Kingston 5 Jamaica,info@panmedia.com.jm
http://www.bakertilly.com.jm,Chartered-Accountants,876-906-1658,Baker Tilly Strachan Lafayette,14 Ruthven Rd Kingston 10 Jamaica,admin@bakertilly.com.jm
